description,code,style,topic,keywords
"создай программу которая удаляет последний элемент из вектора","#include <iostream>\n#include <vector>\nusing namespace std;\n\nint main() {\n    vector<int> vec = {1, 2, 3, 4};\n    vec.pop_back();\n    cout << \"Вектор после удаления: \";\n    for (int num : vec) {\n        cout << num << \" \";\n    }\n    cout << endl;\n    return 0;\n}","using_namespace_std","stl_containers","vector,pop_back,modification,range_based_for"
"создай программу которая удаляет последний элемент из вектора без using namespace std","#include <iostream>\n#include <vector>\n\nint main() {\n    std::vector<int> vec = {1, 2, 3, 4};\n    vec.pop_back();\n    std::cout << \"Вектор после удаления: \";\n    for (int num : vec) {\n        std::cout << num << \" \";\n    }\n    std::cout << std::endl;\n    return 0;\n}","std","stl_containers","std::vector,pop_back,modification,range_based_for"
#
"напиши программу которая находит размер вектора","#include <iostream>\n#include <vector>\nusing namespace std;\n\nint main() {\n    vector<int> vec = {1, 2, 3, 4, 5};\n    cout << \"Размер вектора: \" << vec.size() << endl;\n    return 0;\n}","using_namespace_std","stl_containers","vector,size,capacity_methods"
"напиши программу которая находит размер вектора без using namespace std","#include <iostream>\n#include <vector>\n\nint main() {\n    std::vector<int> vec = {1, 2, 3, 4, 5};\n    std::cout << \"Размер вектора: \" << vec.size() << std::endl;\n    return 0;\n}","std","stl_containers","std::vector,size,capacity_methods"
#
"создай программу которая проверяет пуст ли вектор","#include <iostream>\n#include <vector>\nusing namespace std;\n\nint main() {\n    vector<int> vec;\n    cout << \"Вектор \" << (vec.empty() ? \"пуст\" : \"не пуст\") << endl;\n    return 0;\n}","using_namespace_std","stl_containers","vector,empty,ternary_operator,capacity_methods"
"создай программу которая проверяет пуст ли вектор без using namespace std","#include <iostream>\n#include <vector>\n\nint main() {\n    std::vector<int> vec;\n    std::cout << \"Вектор \" << (vec.empty() ? \"пуст\" : \"не пуст\") << std::endl;\n    return 0;\n}","std","stl_containers","std::vector,empty,ternary_operator,capacity_methods"
#
"напиши программу которая создает вектор строк и сортирует его","#include <iostream>\n#include <vector>\n#include <algorithm>\n#include <string>\nusing namespace std;\n\nint main() {\n    vector<string> names = {\"Zoe\", \"Alice\", \"Charlie\", \"Bob\", \"Diana\"};\n    \n    cout << \"До сортировки:\" << endl;\n    for (const auto& name : names) {\n        cout << name << \" \";\n    }\n    cout << endl;\n    \n    sort(names.begin(), names.end());\n    \n    cout << \"После сортировки:\" << endl;\n    for (const auto& name : names) {\n        cout << name << \" \";\n    }\n    cout << endl;\n    \n    return 0;\n}","using_namespace_std","stl_containers","vector,sort,string_comparison,lexicographical"
"напиши программу которая создает вектор строк и сортирует его без using namespace std","#include <iostream>\n#include <vector>\n#include <algorithm>\n#include <string>\n\nint main() {\n    std::vector<std::string> names = {\"Zoe\", \"Alice\", \"Charlie\", \"Bob\", \"Diana\"};\n    \n    std::cout << \"До сортировки:\" << std::endl;\n    for (const auto& name : names) {\n        std::cout << name << \" \";\n    }\n    std::cout << std::endl;\n    \n    std::sort(names.begin(), names.end());\n    \n    std::cout << \"После сортировки:\" << std::endl;\n    for (const auto& name : names) {\n        std::cout << name << \" \";\n    }\n    std::cout << std::endl;\n    \n    return 0;\n}","std","stl_containers","std::vector,std::sort,string_comparison,lexicographical"
#
"напиши программу которая очищает вектор","#include <iostream>\n#include <vector>\nusing namespace std;\n\nint main() {\n    vector<int> vec = {1, 2, 3};\n    vec.clear();\n    cout << \"Размер после очистки: \" << vec.size() << endl;\n    return 0;\n}","using_namespace_std","stl_containers","vector,clear,size,modification"
"напиши программу которая очищает вектор без using namespace std","#include <iostream>\n#include <vector>\n\nint main() {\n    std::vector<int> vec = {1, 2, 3};\n    vec.clear();\n    std::cout << \"Размер после очистки: \" << vec.size() << std::endl;\n    return 0;\n}","std","stl_containers","std::vector,clear,size,modification"
#
"напиши программу которая копирует массив в вектор","#include <iostream>\n#include <vector>\n#include <algorithm>\nusing namespace std;\n\nint main() {\n    int arr[] = {10, 20, 30, 40, 50};\n    int size = sizeof(arr) / sizeof(arr[0]);\n    \n    vector<int> vec(size);\n    copy(arr, arr + size, vec.begin());\n    \n    cout << \"Исходный массив: \";\n    for (int i = 0; i < size; i++) {\n        cout << arr[i] << \" \";\n    }\n    cout << endl;\n    \n    cout << \"Скопированный вектор: \";\n    for (int num : vec) {\n        cout << num << \" \";\n    }\n    cout << endl;\n    \n    return 0;\n}","using_namespace_std","stl_containers","vector,copy,algorithm,array_to_vector,sizeof"
"напиши программу которая копирует массив в вектор без using namespace std","#include <iostream>\n#include <vector>\n#include <algorithm>\n\nint main() {\n    int arr[] = {10, 20, 30, 40, 50};\n    int size = sizeof(arr) / sizeof(arr[0]);\n    \n    std::vector<int> vec(size);\n    std::copy(arr, arr + size, vec.begin());\n    \n    std::cout << \"Исходный массив: \";\n    for (int i = 0; i < size; i++) {\n        std::cout << arr[i] << \" \";\n    }\n    std::cout << std::endl;\n    \n    std::cout << \"Скопированный вектор: \";\n    for (int num : vec) {\n        std::cout << num << \" \";\n    }\n    std::cout << std::endl;\n    \n    return 0;\n}","std","stl_containers","std::vector,std::copy,algorithm,array_to_vector,sizeof"
#
"напиши программу которая преобразует вектор строк в верхний регистр","#include <iostream>\n#include <vector>\n#include <algorithm>\n#include <string>\n#include <cctype>\nusing namespace std;\n\nint main() {\n    vector<string> words = {\"hello\", \"world\", \"c++\", \"programming\"};\n    \n    cout << \"Исходные слова:\" << endl;\n    for (const auto& word : words) {\n        cout << word << \" \";\n    }\n    cout << endl;\n    \n    for (auto& word : words) {\n        transform(word.begin(), word.end(), word.begin(), ::toupper);\n    }\n    \n    cout << \"В верхнем регистре:\" << endl;\n    for (const auto& word : words) {\n        cout << word << \" \";\n    }\n    cout << endl;\n    \n    return 0;\n}","using_namespace_std","stl_containers","vector,transform,toupper,string_modification,algorithm"
"напиши программу которая преобразует вектор строк в верхний регистр без using namespace std","#include <iostream>\n#include <vector>\n#include <algorithm>\n#include <string>\n#include <cctype>\n\nint main() {\n    std::vector<std::string> words = {\"hello\", \"world\", \"c++\", \"programming\"};\n    \n    std::cout << \"Исходные слова:\" << std::endl;\n    for (const auto& word : words) {\n        std::cout << word << \" \";\n    }\n    std::cout << std::endl;\n    \n    for (auto& word : words) {\n        std::transform(word.begin(), word.end(), word.begin(), ::toupper);\n    }\n    \n    std::cout << \"В верхнем регистре:\" << std::endl;\n    for (const auto& word : words) {\n        std::cout << word << \" \";\n    }\n    std::cout << std::endl;\n    \n    return 0;\n}","std","stl_containers","std::vector,std::transform,toupper,string_modification,algorithm"
#
"создай программу которая преобразует вектор (фиксированный вектор) в массив","#include <iostream>\n#include <vector>\nusing namespace std;\n\nint main() {\n    vector<int> vec = {1, 2, 3, 4, 5};\n    \n    // Способ 1: копирование\n    int arr1[5];\n    for (size_t i = 0; i < vec.size(); i++) {\n        arr1[i] = vec[i];\n    }\n    \n    // Способ 2: использование data() (C++11)\n    int* arr2 = vec.data();\n    \n    cout << \"Вектор: \";\n    for (int num : vec) cout << num << \" \";\n    cout << endl;\n    \n    cout << \"Массив (копирование): \";\n    for (int i = 0; i < 5; i++) cout << arr1[i] << \" \";\n    cout << endl;\n    \n    cout << \"Массив (data): \";\n    for (int i = 0; i < 5; i++) cout << arr2[i] << \" \";\n    cout << endl;\n    \n    return 0;\n}","using_namespace_std","stl_containers","vector,data,array_conversion,pointer,manual_copy"
"создай программу которая преобразует вектор (фиксированный вектор) в массив без using namespace std","#include <iostream>\n#include <vector>\n\nint main() {\n    std::vector<int> vec = {1, 2, 3, 4, 5};\n    \n    // Способ 1: копирование\n    int arr1[5];\n    for (size_t i = 0; i < vec.size(); i++) {\n        arr1[i] = vec[i];\n    }\n    \n    // Способ 2: использование data() (C++11)\n    int* arr2 = vec.data();\n    \n    std::cout << \"Вектор: \";\n    for (int num : vec) std::cout << num << \" \";\n    std::cout << std::endl;\n    \n    std::cout << \"Массив (копирование): \";\n    for (int i = 0; i < 5; i++) std::cout << arr1[i] << \" \";\n    std::cout << std::endl;\n    \n    std::cout << \"Массив (data): \";\n    for (int i = 0; i < 5; i++) std::cout << arr2[i] << \" \";\n    std::cout << std::endl;\n    \n    return 0;\n}","std","stl_containers","std::vector,data,array_conversion,pointer,manual_copy"
#
"напиши программу которая реализует частотный словарь с использованием unordered_map","#include <iostream>\n#include <unordered_map>\n#include <string>\nusing namespace std;\n\nint main() {\n    unordered_map<string, int> word_count;\n    \n    word_count[\"apple\"] = 5;\n    word_count[\"banana\"] = 3;\n    word_count[\"orange\"] = 7;\n    \n    word_count[\"apple\"]++;  // увеличиваем счетчик для apple\n    \n    cout << \"Содержимое unordered_map:\" << endl;\n    for (const auto& pair : word_count) {\n        cout << pair.first << \": \" << pair.second << endl;\n    }\n    \n    string search_word = \"banana\";\n    if (word_count.find(search_word) != word_count.end()) {\n        cout << search_word << \" найдено, количество: \" << word_count[search_word] << endl;\n    } else {\n        cout << search_word << \" не найдено\" << endl;\n    }\n    \n    return 0;\n}","using_namespace_std","stl_containers","unordered_map,for_range,auto"
